run,query,data,load_time,exec_time
3,query-7.sparql,data_50.nt,117,194
3,query-8.sparql,data_50.nt,118,228
3,query-9.sparql,data_50.nt,120,87
4,query-0.sparql,data_50.nt,122,94
4,query-1.sparql,data_50.nt,124,109
4,query-10.sparql,data_50.nt,117,102
4,query-11.sparql,data_50.nt,144,114
4,query-12.sparql,data_50.nt,119,285
4,query-13.sparql,data_50.nt,121,95
4,query-14.sparql,data_50.nt,119,101
4,query-15.sparql,data_50.nt,119,85
4,query-16.sparql,data_50.nt,119,129
4,query-17.sparql,data_50.nt,119,95
4,query-18.sparql,data_50.nt,119,87
4,query-19.sparql,data_50.nt,120,99
4,query-2.sparql,data_50.nt,120,324
4,query-20.sparql,data_50.nt,120,106
4,query-21.sparql,data_50.nt,119,95
4,query-22.sparql,data_50.nt,121,114
4,query-23.sparql,data_50.nt,121,142
4,query-24.sparql,data_50.nt,119,447
4,query-25.sparql,data_50.nt,119,108
4,query-26.sparql,data_50.nt,119,82
4,query-27.sparql,data_50.nt,119,145
4,query-28.sparql,data_50.nt,117,185
4,query-29.sparql,data_50.nt,120,142
4,query-3.sparql,data_50.nt,120,144
4,query-30.sparql,data_50.nt,117,89
4,query-31.sparql,data_50.nt,119,83
4,query-32.sparql,data_50.nt,120,129
4,query-33.sparql,data_50.nt,117,81
4,query-34.sparql,data_50.nt,118,81
4,query-35.sparql,data_50.nt,119,95
4,query-36.sparql,data_50.nt,123,182
4,query-37.sparql,data_50.nt,119,100
4,query-38.sparql,data_50.nt,120,176
4,query-39.sparql,data_50.nt,120,108
4,query-4.sparql,data_50.nt,120,106
4,query-40.sparql,data_50.nt,120,116
4,query-41.sparql,data_50.nt,120,217
4,query-42.sparql,data_50.nt,120,88
4,query-43.sparql,data_50.nt,120,150
4,query-44.sparql,data_50.nt,121,98
4,query-45.sparql,data_50.nt,119,3405
4,query-46.sparql,data_50.nt,121,88
4,query-47.sparql,data_50.nt,120,93
4,query-48.sparql,data_50.nt,119,98
4,query-49.sparql,data_50.nt,117,111
4,query-5.sparql,data_50.nt,119,100
4,query-6.sparql,data_50.nt,119,374
4,query-7.sparql,data_50.nt,120,195
4,query-8.sparql,data_50.nt,120,224
4,query-9.sparql,data_50.nt,120,87
